Country,League,Season,Home,Away,HG,AG
Chile,Primera División,2023,Cobreloa,Deportes La Serena,3,1
Chile,Primera División,2023,Deportes La Serena,Colo-Colo,0,2
Chile,Primera División,2023,Deportes La Serena,Universidad de Chile,0,3
Chile,Primera División,2023,Deportes La Serena,Universidad Católica,1,1
Chile,Primera División,2023,Deportes La Serena,Coquimbo Unido,2,3
Chile,Primera División,2023,Deportes La Serena,Cobresal,0,2
Chile,Primera División,2023,Deportes La Serena,Palestino,0,2
Chile,Primera División,2023,Deportes La Serena,Huachipato,0,1
Chile,Primera División,2023,Deportes La Serena,Everton de Viña,1,1
Chile,Primera División,2023,Deportes La Serena,Unión Española,1,3
Chile,Primera División,2023,Deportes La Serena,Audax Italiano,0,1
Chile,Primera División,2023,Deportes La Serena,O'Higgins,2,1
Chile,Primera División,2023,Deportes La Serena,Ñublense,0,0
Chile,Primera División,2023,Deportes La Serena,Unión La Calera,1,1
Chile,Primera División,2023,Deportes La Serena,Deportes Iquique,1,3
Chile,Primera División,2023,Deportes La Serena,Cobreloa,3,1
Chile,Primera División,2024,Colo-Colo,Universidad de Chile,2,0
Chile,Primera División,2024,Colo-Colo,Universidad Católica,2,0
Chile,Primera División,2024,Colo-Colo,Coquimbo Unido,2,1
Chile,Primera División,2024,Colo-Colo,Cobresal,2,0
Chile,Primera División,2024,Colo-Colo,Palestino,1,0
Chile,Primera División,2024,Colo-Colo,Huachipato,1,1
Chile,Primera División,2024,Colo-Colo,Everton de Viña,1,0
Chile,Primera División,2024,Colo-Colo,Unión Española,3,0
Chile,Primera División,2024,Colo-Colo,Audax Italiano,2,1
Chile,Primera División,2024,Colo-Colo,O'Higgins,3,0
Chile,Primera División,2024,Colo-Colo,Ñublense,4,0
Chile,Primera División,2024,Colo-Colo,Unión La Calera,3,0
Chile,Primera División,2024,Colo-Colo,Deportes Iquique,4,0
Chile,Primera División,2024,Colo-Colo,Cobreloa,3,0
Chile,Primera División,2024,Colo-Colo,Deportes La Serena,4,0
Chile,Primera División,2024,Universidad de Chile,Colo-Colo,0,0
Chile,Primera División,2024,Universidad de Chile,Universidad Católica,1,0
Chile,Primera División,2024,Universidad de Chile,Coquimbo Unido,3,1
Chile,Primera División,2024,Universidad de Chile,Cobresal,2,1
Chile,Primera División,2024,Universidad de Chile,Palestino,3,1
Chile,Primera División,2024,Universidad de Chile,Huachipato,3,0
Chile,Primera División,2024,Universidad de Chile,Everton de Viña,2,2
Chile,Primera División,2024,Universidad de Chile,Unión Española,2,1
Chile,Primera División,2024,Universidad de Chile,Audax Italiano,3,1
Chile,Primera División,2024,Universidad de Chile,O'Higgins,4,0
Chile,Primera División,2024,Universidad de Chile,Ñublense,1,0
Chile,Primera División,2024,Universidad de Chile,Unión La Calera,4,0
Chile,Primera División,2024,Universidad de Chile,Deportes Iquique,6,0
Chile,Primera División,2024,Universidad de Chile,Cobreloa,3,1
Chile,Primera División,2024,Universidad de Chile,Deportes La Serena,2,1
Chile,Primera División,2024,Universidad Católica,Colo-Colo,2,2
Chile,Primera División,2024,Universidad Católica,Universidad de Chile,1,1
Chile,Primera División,2024,Universidad Católica,Coquimbo Unido,1,1
Chile,Primera División,2024,Universidad Católica,Cobresal,4,3
Chile,Primera División,2024,Universidad Católica,Palestino,3,1
Chile,Primera División,2024,Universidad Católica,Huachipato,3,0
Chile,Primera División,2024,Universidad Católica,Everton de Viña,2,0
Chile,Primera División,2024,Universidad Católica,Unión Española,3,0
Chile,Primera División,2024,Universidad Católica,Audax Italiano,4,1
Chile,Primera División,2024,Universidad Católica,O'Higgins,2,1
Chile,Primera División,2024,Universidad Católica,Ñublense,2,0
Chile,Primera División,2024,Universidad Católica,Unión La Calera,0,0
Chile,Primera División,2024,Universidad Católica,Deportes Iquique,1,1
Chile,Primera División,2024,Universidad Católica,Cobreloa,0,1
Chile,Primera División,2024,Universidad Católica,Deportes La Serena,3,0
Chile,Primera División,2024,Coquimbo Unido,Colo-Colo,1,1
Chile,Primera División,2024,Coquimbo Unido,Universidad de Chile,2,2
Chile,Primera División,2024,Coquimbo Unido,Universidad Católica,1,2
Chile,Primera División,2024,Coquimbo Unido,Cobresal,1,0
Chile,Primera División,2024,Coquimbo Unido,Palestino,3,1
Chile,Primera División,2024,Coquimbo Unido,Huachipato,0,1
Chile,Primera División,2024,Coquimbo Unido,Everton de Viña,3,0
Chile,Primera División,2024,Coquimbo Unido,Unión Española,6,1
Chile,Primera División,2024,Coquimbo Unido,Audax Italiano,0,0
Chile,Primera División,2024,Coquimbo Unido,O'Higgins,0,1
Chile,Primera División,2024,Coquimbo Unido,Ñublense,2,1
Chile,Primera División,2024,Coquimbo Unido,Unión La Calera,2,2
Chile,Primera División,2024,Coquimbo Unido,Deportes Iquique,2,1
Chile,Primera División,2024,Coquimbo Unido,Cobreloa,3,1
Chile,Primera División,2024,Coquimbo Unido,Deportes La Serena,1,1
Chile,Primera División,2024,Cobresal,Colo-Colo,2,0
Chile,Primera División,2024,Cobresal,Universidad de Chile,0,2
Chile,Primera División,2024,Cobresal,Universidad Católica,1,4
Chile,Primera División,2024,Cobresal,Coquimbo Unido,2,1
Chile,Primera División,2024,Cobresal,Palestino,1,2
Chile,Primera División,2024,Cobresal,Huachipato,2,3
Chile,Primera División,2024,Cobresal,Everton de Viña,4,0
Chile,Primera División,2024,Cobresal,Unión Española,0,0
Chile,Primera División,2024,Cobresal,Audax Italiano,2,2
Chile,Primera División,2024,Cobresal,O'Higgins,6,3
Chile,Primera División,2024,Cobresal,Ñublense,2,1
Chile,Primera División,2024,Cobresal,Unión La Calera,4,1
Chile,Primera División,2024,Cobresal,Deportes Iquique,1,2
Chile,Primera División,2024,Cobresal,Cobreloa,3,1
Chile,Primera División,2024,Cobresal,Deportes La Serena,2,0
Chile,Primera División,2024,Palestino,Colo-Colo,0,1
Chile,Primera División,2024,Palestino,Universidad de Chile,4,2
Chile,Primera División,2024,Palestino,Universidad Católica,2,2
Chile,Primera División,2024,Palestino,Coquimbo Unido,2,5
Chile,Primera División,2024,Palestino,Cobresal,3,0
Chile,Primera División,2024,Palestino,Huachipato,0,3
Chile,Primera División,2024,Palestino,Everton de Viña,3,1
Chile,Primera División,2024,Palestino,Unión Española,2,1
Chile,Primera División,2024,Palestino,Audax Italiano,2,0
Chile,Primera División,2024,Palestino,O'Higgins,1,2
Chile,Primera División,2024,Palestino,Ñublense,1,0
Chile,Primera División,2024,Palestino,Unión La Calera,3,1
Chile,Primera División,2024,Palestino,Deportes Iquique,4,0
Chile,Primera División,2024,Palestino,Cobreloa,1,1
Chile,Primera División,2024,Palestino,Deportes La Serena,2,0
Chile,Primera División,2024,Huachipato,Colo-Colo,3,0
Chile,Primera División,2024,Huachipato,Universidad de Chile,2,2
Chile,Primera División,2024,Huachipato,Universidad Católica,4,1
Chile,Primera División,2024,Huachipato,Coquimbo Unido,1,1
Chile,Primera División,2024,Huachipato,Cobresal,1,2
Chile,Primera División,2024,Huachipato,Palestino,2,2
Chile,Primera División,2024,Huachipato,Everton de Viña,2,1
Chile,Primera División,2024,Huachipato,Unión Española,0,1
Chile,Primera División,2024,Huachipato,Audax Italiano,1,2
Chile,Primera División,2024,Huachipato,O'Higgins,1,0
Chile,Primera División,2024,Huachipato,Ñublense,4,0
Chile,Primera División,2024,Huachipato,Unión La Calera,1,1
Chile,Primera División,2024,Huachipato,Deportes Iquique,1,0
Chile,Primera División,2024,Huachipato,Cobreloa,5,3
Chile,Primera División,2024,Huachipato,Deportes La Serena,0,0
Chile,Primera División,2024,Everton de Viña,Colo-Colo,0,2
Chile,Primera División,2024,Everton de Viña,Universidad de Chile,0,0
Chile,Primera División,2024,Everton de Viña,Universidad Católica,0,2
Chile,Primera División,2024,Everton de Viña,Coquimbo Unido,3,0
Chile,Primera División,2024,Everton de Viña,Cobresal,0,2
Chile,Primera División,2024,Everton de Viña,Palestino,2,0
Chile,Primera División,2024,Everton de Viña,Huachipato,1,2
Chile,Primera División,2024,Everton de Viña,Unión Española,2,2
Chile,Primera División,2024,Everton de Viña,Audax Italiano,2,1
Chile,Primera División,2024,Everton de Viña,O'Higgins,1,0
Chile,Primera División,2024,Everton de Viña,Ñublense,3,3
Chile,Primera División,2024,Everton de Viña,Unión La Calera,0,0
Chile,Primera División,2024,Everton de Viña,Deportes Iquique,4,0
Chile,Primera División,2024,Everton de Viña,Cobreloa,2,1
Chile,Primera División,2024,Everton de Viña,Deportes La Serena,2,2
Chile,Primera División,2024,Unión Española,Colo-Colo,0,1
Chile,Primera División,2024,Unión Española,Universidad de Chile,1,2
Chile,Primera División,2024,Unión Española,Universidad Católica,0,1
Chile,Primera División,2024,Unión Española,Coquimbo Unido,6,0
Chile,Primera División,2024,Unión Española,Cobresal,1,1
Chile,Primera División,2024,Unión Española,Palestino,1,1
Chile,Primera División,2024,Unión Española,Huachipato,1,0
Chile,Primera División,2024,Unión Española,Everton de Viña,2,1
Chile,Primera División,2024,Unión Española,Audax Italiano,0,1
Chile,Primera División,2024,Unión Española,O'Higgins,2,1
Chile,Primera División,2024,Unión Española,Ñublense,0,2
Chile,Primera División,2024,Unión Española,Unión La Calera,4,2
Chile,Primera División,2024,Unión Española,Deportes Iquique,2,0
Chile,Primera División,2024,Unión Española,Cobreloa,1,1
Chile,Primera División,2024,Unión Española,Deportes La Serena,2,0
Chile,Primera División,2024,Audax Italiano,Colo-Colo,0,0
Chile,Primera División,2024,Audax Italiano,Universidad de Chile,2,3
Chile,Primera División,2024,Audax Italiano,Universidad Católica,0,1
Chile,Primera División,2024,Audax Italiano,Coquimbo Unido,1,0
Chile,Primera División,2024,Audax Italiano,Cobresal,3,1
Chile,Primera División,2024,Audax Italiano,Palestino,0,1
Chile,Primera División,2024,Audax Italiano,Huachipato,1,0
Chile,Primera División,2024,Audax Italiano,Everton de Viña,1,2
Chile,Primera División,2024,Audax Italiano,Unión Española,2,0
Chile,Primera División,2024,Audax Italiano,O'Higgins,1,2
Chile,Primera División,2024,Audax Italiano,Ñublense,1,3
Chile,Primera División,2024,Audax Italiano,Unión La Calera,1,1
Chile,Primera División,2024,Audax Italiano,Deportes Iquique,4,0
Chile,Primera División,2024,Audax Italiano,Cobreloa,0,2
Chile,Primera División,2024,Audax Italiano,Deportes La Serena,3,1
Chile,Primera División,2024,O'Higgins,Colo-Colo,2,3
Chile,Primera División,2024,O'Higgins,Universidad de Chile,0,0
Chile,Primera División,2024,O'Higgins,Universidad Católica,0,1
Chile,Primera División,2024,O'Higgins,Coquimbo Unido,0,1
Chile,Primera División,2024,O'Higgins,Cobresal,1,2
Chile,Primera División,2024,O'Higgins,Palestino,0,0
Chile,Primera División,2024,O'Higgins,Huachipato,2,4
Chile,Primera División,2024,O'Higgins,Everton de Viña,4,0
Chile,Primera División,2024,O'Higgins,Unión Española,1,0
Chile,Primera División,2024,O'Higgins,Audax Italiano,2,1
Chile,Primera División,2024,O'Higgins,Ñublense,4,1
Chile,Primera División,2024,O'Higgins,Unión La Calera,2,1
Chile,Primera División,2024,O'Higgins,Deportes Iquique,0,0
Chile,Primera División,2024,O'Higgins,Cobreloa,3,2
Chile,Primera División,2024,O'Higgins,Deportes La Serena,1,1
Chile,Primera División,2024,Ñublense,Colo-Colo,0,1
Chile,Primera División,2024,Ñublense,Universidad de Chile,1,2
Chile,Primera División,2024,Ñublense,Universidad Católica,2,3
Chile,Primera División,2024,Ñublense,Coquimbo Unido,1,2
Chile,Primera División,2024,Ñublense,Cobresal,4,1
Chile,Primera División,2024,Ñublense,Palestino,2,2
Chile,Primera División,2024,Ñublense,Huachipato,1,1
Chile,Primera División,2024,Ñublense,Everton de Viña,2,2
Chile,Primera División,2024,Ñublense,Unión Española,4,1
Chile,Primera División,2024,Ñublense,Audax Italiano,1,0
Chile,Primera División,2024,Ñublense,O'Higgins,3,1
Chile,Primera División,2024,Ñublense,Unión La Calera,1,3
Chile,Primera División,2024,Ñublense,Deportes Iquique,1,2
Chile,Primera División,2024,Ñublense,Cobreloa,1,0
Chile,Primera División,2024,Ñublense,Deportes La Serena,2,1
Chile,Primera División,2024,Unión La Calera,Colo-Colo,0,0
Chile,Primera División,2024,Unión La Calera,Universidad de Chile,1,3
Chile,Primera División,2024,Unión La Calera,Universidad Católica,3,2
Chile,Primera División,2024,Unión La Calera,Coquimbo Unido,1,3
Chile,Primera División,2024,Unión La Calera,Cobresal,1,2
Chile,Primera División,2024,Unión La Calera,Palestino,1,0
Chile,Primera División,2024,Unión La Calera,Huachipato,3,0
Chile,Primera División,2024,Unión La Calera,Everton de Viña,0,2
Chile,Primera División,2024,Unión La Calera,Unión Española,2,0
Chile,Primera División,2024,Unión La Calera,Audax Italiano,1,0
Chile,Primera División,2024,Unión La Calera,O'Higgins,3,0
Chile,Primera División,2024,Unión La Calera,Ñublense,1,0
Chile,Primera División,2024,Unión La Calera,Deportes Iquique,2,0
Chile,Primera División,2024,Unión La Calera,Cobreloa,1,3
Chile,Primera División,2024,Unión La Calera,Deportes La Serena,1,0
Chile,Primera División,2024,Deportes Iquique,Colo-Colo,0,0
Chile,Primera División,2024,Deportes Iquique,Universidad de Chile,1,0
Chile,Primera División,2024,Deportes Iquique,Universidad Católica,0,3
Chile,Primera División,2024,Deportes Iquique,Coquimbo Unido,1,1
Chile,Primera División,2024,Deportes Iquique,Cobresal,1,2
Chile,Primera División,2024,Deportes Iquique,Palestino,0,5
Chile,Primera División,2024,Deportes Iquique,Huachipato,0,0
Chile,Primera División,2024,Deportes Iquique,Everton de Viña,3,0
Chile,Primera División,2024,Deportes Iquique,Unión Española,1,1
Chile,Primera División,2024,Deportes Iquique,Audax Italiano,2,2
Chile,Primera División,2024,Deportes Iquique,O'Higgins,1,0
Chile,Primera División,2024,Deportes Iquique,Ñublense,0,2
Chile,Primera División,2024,Deportes Iquique,Unión La Calera,1,0
Chile,Primera División,2024,Deportes Iquique,Cobreloa,1,2
Chile,Primera División,2024,Deportes Iquique,Deportes La Serena,1,0
