Country,League,Season,Home,Away,HG,AG
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Shabab,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Ettifaq,3,0
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Taawoun,5,0
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Fateh,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Damac,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Fayha,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Khaleej,3,1
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Riyadh,2,3
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Wehda,3,2
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Raed,1,2
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Okhdood,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Hazem,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Qadsiah,Al-Orobah,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Hilal,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Nassr,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Ittihad,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Ahli,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Qadsiah,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Ettifaq,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Taawoun,3,0
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Fateh,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Damac,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Fayha,3,4
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Khaleej,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Riyadh,5,1
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Wehda,3,0
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Raed,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Okhdood,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Hazem,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Shabab,Al-Orobah,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Hilal,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Nassr,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Ittihad,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Ahli,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Qadsiah,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Shabab,1,4
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Taawoun,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Fateh,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Damac,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Fayha,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Khaleej,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Riyadh,3,3
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Wehda,3,1
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Raed,4,1
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Okhdood,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Hazem,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Ettifaq,Al-Orobah,5,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Hilal,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Nassr,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Ittihad,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Ahli,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Qadsiah,3,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Shabab,1,2
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Ettifaq,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Fateh,3,1
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Damac,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Fayha,2,3
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Khaleej,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Riyadh,5,1
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Wehda,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Raed,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Okhdood,3,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Hazem,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Taawoun,Al-Orobah,3,0
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Hilal,1,6
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Nassr,3,1
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Ittihad,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Ahli,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Qadsiah,1,5
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Shabab,1,5
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Ettifaq,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Taawoun,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Damac,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Fayha,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Khaleej,3,4
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Riyadh,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Wehda,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Raed,3,2
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Okhdood,1,2
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Hazem,7,0
Arabia Saudita,Saudi Pro League,2023,Al-Fateh,Al-Orobah,1,1
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Hilal,0,1
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Nassr,0,1
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Ittihad,2,2
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Ahli,1,3
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Qadsiah,0,2
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Shabab,1,3
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Ettifaq,1,2
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Taawoun,1,0
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Fateh,1,2
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Fayha,2,3
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Khaleej,1,1
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Riyadh,0,1
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Wehda,0,2
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Raed,2,2
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Okhdood,2,1
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Hazem,0,2
Arabia Saudita,Saudi Pro League,2023,Damac,Al-Orobah,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Hilal,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Nassr,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Ittihad,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Ahli,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Qadsiah,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Shabab,4,2
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Ettifaq,6,1
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Taawoun,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Fateh,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Damac,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Khaleej,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Riyadh,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Wehda,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Raed,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Okhdood,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Hazem,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Fayha,Al-Orobah,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Hilal,0,4
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Nassr,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Ittihad,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Ahli,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Qadsiah,4,1
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Shabab,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Ettifaq,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Taawoun,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Fateh,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Damac,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Fayha,3,2
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Riyadh,3,0
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Wehda,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Raed,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Okhdood,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Hazem,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Khaleej,Al-Orobah,4,0
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Hilal,0,3
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Nassr,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Ittihad,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Ahli,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Qadsiah,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Shabab,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Ettifaq,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Taawoun,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Fateh,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Damac,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Fayha,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Khaleej,5,0
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Wehda,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Raed,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Okhdood,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Hazem,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Riyadh,Al-Orobah,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Hilal,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Nassr,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Ittihad,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Ahli,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Qadsiah,1,5
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Shabab,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Ettifaq,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Taawoun,3,1
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Fateh,5,2
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Damac,1,2
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Fayha,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Khaleej,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Riyadh,4,1
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Raed,3,1
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Okhdood,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Hazem,3,2
Arabia Saudita,Saudi Pro League,2023,Al-Wehda,Al-Orobah,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Hilal,0,4
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Nassr,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Ittihad,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Ahli,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Qadsiah,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Shabab,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Ettifaq,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Taawoun,3,1
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Fateh,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Damac,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Fayha,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Khaleej,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Riyadh,3,0
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Wehda,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Okhdood,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Hazem,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Raed,Al-Orobah,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Hilal,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Nassr,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Ittihad,0,4
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Ahli,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Qadsiah,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Shabab,1,2
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Ettifaq,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Taawoun,3,3
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Fateh,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Damac,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Fayha,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Khaleej,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Riyadh,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Wehda,2,1
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Raed,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Hazem,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Okhdood,Al-Orobah,2,3
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Hilal,1,2
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Nassr,0,3
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Ittihad,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Ahli,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Qadsiah,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Shabab,0,4
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Ettifaq,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Taawoun,0,4
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Fateh,3,1
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Damac,1,2
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Fayha,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Khaleej,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Riyadh,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Wehda,0,0
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Raed,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Okhdood,4,0
Arabia Saudita,Saudi Pro League,2023,Al-Hazem,Al-Orobah,1,0
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Hilal,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Nassr,0,6
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Ittihad,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Ahli,2,3
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Qadsiah,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Shabab,0,3
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Ettifaq,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Taawoun,0,2
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Fateh,0,4
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Damac,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Fayha,2,0
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Khaleej,1,1
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Riyadh,1,3
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Wehda,2,4
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Raed,2,2
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Okhdood,0,1
Arabia Saudita,Saudi Pro League,2023,Al-Orobah,Al-Hazem,2,2
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Nassr,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Ittihad,5,2
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Ahli,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Qadsiah,0,4
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Shabab,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Ettifaq,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Taawoun,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Fateh,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Damac,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Fayha,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Khaleej,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Riyadh,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Wehda,4,1
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Raed,4,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Okhdood,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Hazem,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Hilal,Al-Orobah,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Hilal,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Ittihad,0,2
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Ahli,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Qadsiah,0,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Shabab,1,2
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Ettifaq,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Taawoun,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Fateh,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Damac,3,1
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Fayha,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Khaleej,3,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Riyadh,2,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Wehda,1,0
Arabia Saudita,Saudi Pro League,2024,Al-Nassr,Al-Raed,2,0
