Country,League,Season,Home,Away,HG,AG
Colombia,Primera A,2023,Atlético Bucaramanga,Envigado FC,0,0
Colombia,Primera A,2023,Unión Magdalena,Atlético Huila,2,1
Colombia,Primera A,2023,Águilas Doradas,Atlético Junior,1,1
Colombia,Primera A,2023,Boyacá Chicó,Alianza Petrolera,2,0
Colombia,Primera A,2023,Deportes Tolima,América de Cali,2,1
Colombia,Primera A,2023,Atlético Nacional,Once Caldas,1,0
Colombia,Primera A,2023,Jaguares de Córdoba,Santa Fe,2,2
Colombia,Primera A,2023,La Equidad,Independiente Medellín,2,1
Colombia,Primera A,2023,Deportivo Cali,Deportivo Pereira,0,1
Colombia,Primera A,2023,Millonarios,Deportivo Pasto,2,0
Colombia,Primera A,2023,Envigado FC,La Equidad,1,1
Colombia,Primera A,2023,Atlético Huila,Atlético Bucaramanga,1,2
Colombia,Primera A,2023,Atlético Nacional,Águilas Doradas,0,0
Colombia,Primera A,2023,Deportivo Pereira,Millonarios,2,3
Colombia,Primera A,2023,Atlético Junior,Independiente Medellín,1,1
Colombia,Primera A,2023,Once Caldas,Deportes Tolima,1,1
Colombia,Primera A,2023,Boyacá Chicó,Jaguares de Córdoba,1,0
Colombia,Primera A,2023,América de Cali,Unión Magdalena,4,0
Colombia,Primera A,2023,Alianza Petrolera,Deportivo Pasto,3,1
Colombia,Primera A,2023,Santa Fe,Deportivo Cali,3,0
Colombia,Primera A,2023,Deportivo Pereira,Atlético Huila,2,1
Colombia,Primera A,2023,Independiente Medellín,Santa Fe,1,1
Colombia,Primera A,2023,Jaguares de Córdoba,Atlético Nacional,2,1
Colombia,Primera A,2023,Deportivo Pasto,América de Cali,2,4
Colombia,Primera A,2023,Deportivo Cali,Once Caldas,0,0
Colombia,Primera A,2023,Atlético Bucaramanga,Atlético Junior,1,0
Colombia,Primera A,2023,Unión Magdalena,Envigado FC,1,1
Colombia,Primera A,2023,Águilas Doradas,Deportes Tolima,4,2
Colombia,Primera A,2023,La Equidad,Boyacá Chicó,2,2
Colombia,Primera A,2023,Millonarios,Alianza Petrolera,3,1
Colombia,Primera A,2023,Atlético Junior,Unión Magdalena,0,0
Colombia,Primera A,2023,Alianza Petrolera,Atlético Huila,2,0
Colombia,Primera A,2023,Jaguares de Córdoba,Atlético Bucaramanga,1,1
Colombia,Primera A,2023,Envigado FC,Independiente Medellín,2,1
Colombia,Primera A,2023,Once Caldas,Águilas Doradas,1,2
Colombia,Primera A,2023,América de Cali,La Equidad,1,1
Colombia,Primera A,2023,Boyacá Chicó,Deportivo Pereira,3,1
Colombia,Primera A,2023,Atlético Nacional,Deportivo Cali,1,1
Colombia,Primera A,2023,Santa Fe,Deportivo Pasto,0,2
Colombia,Primera A,2023,Deportes Tolima,Millonarios,1,1
Colombia,Primera A,2023,Atlético Huila,Deportes Tolima,0,0
Colombia,Primera A,2023,Envigado FC,Alianza Petrolera,0,0
Colombia,Primera A,2023,Independiente Medellín,América de Cali,0,1
Colombia,Primera A,2023,Millonarios,Jaguares de Córdoba,2,1
Colombia,Primera A,2023,Deportivo Pasto,Atlético Junior,1,0
Colombia,Primera A,2023,Deportivo Pereira,Once Caldas,3,1
Colombia,Primera A,2023,La Equidad,Santa Fe,0,1
Colombia,Primera A,2023,Atlético Bucaramanga,Atlético Nacional,1,1
Colombia,Primera A,2023,Deportivo Cali,Águilas Doradas,1,1
Colombia,Primera A,2023,Unión Magdalena,Boyacá Chicó,0,0
Colombia,Primera A,2023,Águilas Doradas,Atlético Bucaramanga,1,0
Colombia,Primera A,2023,Atlético Junior,La Equidad,1,0
Colombia,Primera A,2023,Jaguares de Córdoba,Deportivo Pereira,2,0
Colombia,Primera A,2023,América de Cali,Envigado FC,1,0
Colombia,Primera A,2023,Santa Fe,Unión Magdalena,0,0
Colombia,Primera A,2023,Once Caldas,Millonarios,1,0
Colombia,Primera A,2023,Deportes Tolima,Deportivo Cali,1,2
Colombia,Primera A,2023,Alianza Petrolera,Independiente Medellín,0,1
Colombia,Primera A,2023,Atlético Nacional,Atlético Huila,3,1
Colombia,Primera A,2023,Boyacá Chicó,Deportivo Pasto,1,1
Colombia,Primera A,2023,Atlético Bucaramanga,Once Caldas,0,1
Colombia,Primera A,2023,La Equidad,Alianza Petrolera,1,1
Colombia,Primera A,2023,Envigado FC,Santa Fe,3,2
Colombia,Primera A,2023,Unión Magdalena,Jaguares de Córdoba,1,1
Colombia,Primera A,2023,Independiente Medellín,Águilas Doradas,3,0
Colombia,Primera A,2023,Millonarios,Deportivo Cali,2,0
Colombia,Primera A,2023,Deportivo Pasto,Atlético Nacional,0,1
Colombia,Primera A,2023,Deportivo Pereira,Deportes Tolima,1,1
Colombia,Primera A,2023,Atlético Huila,Boyacá Chicó,3,2
Colombia,Primera A,2023,América de Cali,Atlético Junior,2,0
Colombia,Primera A,2023,Jaguares de Córdoba,Atlético Huila,1,2
Colombia,Primera A,2023,Deportivo Cali,Atlético Bucaramanga,1,1
Colombia,Primera A,2023,Atlético Nacional,Millonarios,0,0
Colombia,Primera A,2023,Boyacá Chicó,Independiente Medellín,2,0
Colombia,Primera A,2023,Águilas Doradas,Deportivo Pereira,2,1
Colombia,Primera A,2023,Atlético Junior,Envigado FC,1,2
Colombia,Primera A,2023,Alianza Petrolera,Unión Magdalena,2,1
Colombia,Primera A,2023,Once Caldas,Deportivo Pasto,0,1
Colombia,Primera A,2023,Deportes Tolima,La Equidad,1,0
Colombia,Primera A,2023,Santa Fe,América de Cali,2,0
Colombia,Primera A,2023,Deportivo Pereira,Atlético Nacional,0,2
Colombia,Primera A,2023,Envigado FC,Boyacá Chicó,0,1
Colombia,Primera A,2023,La Equidad,Unión Magdalena,0,0
Colombia,Primera A,2023,Deportivo Pasto,Deportivo Cali,2,1
Colombia,Primera A,2023,Atlético Junior,Santa Fe,1,1
Colombia,Primera A,2023,América de Cali,Alianza Petrolera,1,0
Colombia,Primera A,2023,Millonarios,Águilas Doradas,2,2
Colombia,Primera A,2023,Independiente Medellín,Jaguares de Córdoba,1,0
Colombia,Primera A,2023,Atlético Bucaramanga,Deportes Tolima,1,1
Colombia,Primera A,2023,Atlético Huila,Once Caldas,2,1
Colombia,Primera A,2023,Águilas Doradas,Envigado FC,1,0
Colombia,Primera A,2023,Once Caldas,Deportivo Pereira,1,1
Colombia,Primera A,2023,Alianza Petrolera,Atlético Bucaramanga,2,0
Colombia,Primera A,2023,Atlético Nacional,Independiente Medellín,1,1
Colombia,Primera A,2023,Deportes Tolima,Atlético Huila,2,1
Colombia,Primera A,2023,Unión Magdalena,Atlético Junior,2,2
Colombia,Primera A,2023,Deportivo Cali,América de Cali,1,1
Colombia,Primera A,2023,Santa Fe,Millonarios,1,2
Colombia,Primera A,2023,Jaguares de Córdoba,Deportivo Pasto,0,1
Colombia,Primera A,2023,Boyacá Chicó,La Equidad,3,1
Colombia,Primera A,2023,Deportivo Pasto,Deportivo Pereira,0,0
Colombia,Primera A,2023,Santa Fe,Boyacá Chicó,1,0
Colombia,Primera A,2023,Envigado FC,Once Caldas,0,0
Colombia,Primera A,2023,Independiente Medellín,Deportes Tolima,1,1
Colombia,Primera A,2023,La Equidad,Atlético Nacional,0,0
Colombia,Primera A,2023,Atlético Bucaramanga,Millonarios,0,2
Colombia,Primera A,2023,América de Cali,Jaguares de Córdoba,0,0
Colombia,Primera A,2023,Unión Magdalena,Águilas Doradas,3,1
Colombia,Primera A,2023,Atlético Huila,Deportivo Cali,1,0
Colombia,Primera A,2023,Atlético Junior,Alianza Petrolera,1,0
Colombia,Primera A,2023,Águilas Doradas,Atlético Huila,2,1
Colombia,Primera A,2023,Once Caldas,Unión Magdalena,1,1
Colombia,Primera A,2023,Jaguares de Córdoba,Envigado FC,2,0
Colombia,Primera A,2023,Deportivo Cali,La Equidad,0,0
Colombia,Primera A,2023,Millonarios,Independiente Medellín,2,1
Colombia,Primera A,2023,Deportivo Pereira,Atlético Bucaramanga,1,1
Colombia,Primera A,2023,Alianza Petrolera,Santa Fe,3,1
Colombia,Primera A,2023,Atlético Nacional,Atlético Junior,0,1
Colombia,Primera A,2023,Deportes Tolima,Deportivo Pasto,3,1
Colombia,Primera A,2023,Boyacá Chicó,América de Cali,1,1
Colombia,Primera A,2023,La Equidad,Once Caldas,4,1
Colombia,Primera A,2023,Atlético Huila,Millonarios,1,1
Colombia,Primera A,2023,América de Cali,Águilas Doradas,1,3
Colombia,Primera A,2023,Unión Magdalena,Deportivo Pereira,0,3
Colombia,Primera A,2023,Independiente Medellín,Deportivo Cali,3,0
Colombia,Primera A,2023,Envigado FC,Deportes Tolima,2,1
Colombia,Primera A,2023,Deportivo Pasto,Atlético Bucaramanga,1,0
Colombia,Primera A,2023,Atlético Junior,Boyacá Chicó,1,1
Colombia,Primera A,2023,Alianza Petrolera,Jaguares de Córdoba,3,0
Colombia,Primera A,2023,Santa Fe,Atlético Nacional,0,2
Colombia,Primera A,2023,Deportivo Cali,Unión Magdalena,2,1
Colombia,Primera A,2023,Deportivo Pereira,Santa Fe,2,2
Colombia,Primera A,2023,Atlético Bucaramanga,Independiente Medellín,1,2
Colombia,Primera A,2023,Deportes Tolima,Atlético Junior,0,1
Colombia,Primera A,2023,Águilas Doradas,Boyacá Chicó,2,0
Colombia,Primera A,2023,Atlético Huila,Deportivo Pasto,1,1
Colombia,Primera A,2023,Once Caldas,Alianza Petrolera,1,2
Colombia,Primera A,2023,Jaguares de Córdoba,La Equidad,1,1
Colombia,Primera A,2023,Millonarios,Envigado FC,1,1
Colombia,Primera A,2023,Atlético Nacional,América de Cali,2,1
Colombia,Primera A,2023,Deportivo Pasto,Águilas Doradas,0,0
Colombia,Primera A,2023,La Equidad,Atlético Huila,2,1
Colombia,Primera A,2023,Alianza Petrolera,Deportivo Cali,0,3
Colombia,Primera A,2023,Atlético Junior,Jaguares de Córdoba,1,0
Colombia,Primera A,2023,Santa Fe,Atlético Bucaramanga,3,0
Colombia,Primera A,2023,Envigado FC,Atlético Nacional,0,0
Colombia,Primera A,2023,Unión Magdalena,Millonarios,1,1
Colombia,Primera A,2023,Boyacá Chicó,Deportes Tolima,2,0
Colombia,Primera A,2023,América de Cali,Deportivo Pereira,2,1
Colombia,Primera A,2023,Independiente Medellín,Once Caldas,2,2
Colombia,Primera A,2023,Atlético Bucaramanga,Alianza Petrolera,1,1
Colombia,Primera A,2023,Deportivo Pasto,La Equidad,1,1
Colombia,Primera A,2023,Atlético Huila,Independiente Medellín,2,3
Colombia,Primera A,2023,Once Caldas,Boyacá Chicó,1,1
Colombia,Primera A,2023,Deportes Tolima,Jaguares de Córdoba,1,1
Colombia,Primera A,2023,Águilas Doradas,Santa Fe,3,1
Colombia,Primera A,2023,Atlético Nacional,Unión Magdalena,2,0
Colombia,Primera A,2023,Deportivo Pereira,Envigado FC,0,0
Colombia,Primera A,2023,Deportivo Cali,Atlético Junior,3,2
Colombia,Primera A,2023,Millonarios,América de Cali,4,3
Colombia,Primera A,2023,Santa Fe,Deportes Tolima,2,0
Colombia,Primera A,2023,Unión Magdalena,Deportivo Pasto,2,1
Colombia,Primera A,2023,Alianza Petrolera,Águilas Doradas,2,1
Colombia,Primera A,2023,Independiente Medellín,Atlético Nacional,1,3
Colombia,Primera A,2023,La Equidad,Deportivo Pereira,2,0
Colombia,Primera A,2023,Atlético Junior,Millonarios,1,0
Colombia,Primera A,2023,América de Cali,Deportivo Cali,5,2
Colombia,Primera A,2023,Boyacá Chicó,Atlético Bucaramanga,0,0
Colombia,Primera A,2023,Envigado FC,Atlético Huila,0,1
Colombia,Primera A,2023,Jaguares de Córdoba,Once Caldas,1,0
Colombia,Primera A,2023,Águilas Doradas,La Equidad,1,1
Colombia,Primera A,2023,Atlético Bucaramanga,Unión Magdalena,3,0
Colombia,Primera A,2023,Deportes Tolima,Alianza Petrolera,2,1
Colombia,Primera A,2023,Once Caldas,Atlético Junior,2,0
Colombia,Primera A,2023,Deportivo Pereira,Independiente Medellín,3,1
Colombia,Primera A,2023,Atlético Nacional,Boyacá Chicó,3,1
Colombia,Primera A,2023,Millonarios,Santa Fe,1,0
Colombia,Primera A,2023,Deportivo Pasto,Jaguares de Córdoba,4,0
Colombia,Primera A,2023,Deportivo Cali,Envigado FC,2,0
Colombia,Primera A,2023,Atlético Huila,América de Cali,0,2
Colombia,Primera A,2023,Envigado FC,Águilas Doradas,1,2
Colombia,Primera A,2023,Jaguares de Córdoba,Deportivo Cali,1,1
Colombia,Primera A,2023,La Equidad,Atlético Bucaramanga,1,0
Colombia,Primera A,2023,Unión Magdalena,Deportes Tolima,1,1
Colombia,Primera A,2023,Boyacá Chicó,Millonarios,1,1
Colombia,Primera A,2023,Atlético Junior,Deportivo Pereira,0,0
Colombia,Primera A,2023,Independiente Medellín,Deportivo Pasto,1,0
Colombia,Primera A,2023,América de Cali,Once Caldas,0,0
Colombia,Primera A,2023,Alianza Petrolera,Atlético Nacional,2,1
Colombia,Primera A,2023,Santa Fe,Atlético Huila,5,0
Colombia,Primera A,2023,Águilas Doradas,Jaguares de Córdoba,3,0
Colombia,Primera A,2023,Atlético Bucaramanga,América de Cali,2,1
Colombia,Primera A,2023,Deportivo Cali,Boyacá Chicó,0,0
Colombia,Primera A,2023,Atlético Huila,Atlético Junior,0,2
Colombia,Primera A,2023,Independiente Medellín,Unión Magdalena,4,0
Colombia,Primera A,2023,Millonarios,La Equidad,0,0
Colombia,Primera A,2023,Once Caldas,Santa Fe,3,1
Colombia,Primera A,2023,Deportivo Pasto,Envigado FC,2,1
Colombia,Primera A,2023,Deportivo Pereira,Alianza Petrolera,2,1
Colombia,Primera A,2023,Deportes Tolima,Atlético Nacional,2,2
Colombia,Primera A,2023,Deportivo Pasto,Atlético Nacional,1,1
Colombia,Primera A,2023,Alianza Petrolera,Águilas Doradas,5,3
Colombia,Primera A,2023,Águilas Doradas,Deportivo Pasto,0,0
Colombia,Primera A,2023,Atlético Nacional,Alianza Petrolera,1,1
Colombia,Primera A,2023,Deportivo Pasto,Alianza Petrolera,0,0
Colombia,Primera A,2023,Atlético Nacional,Águilas Doradas,1,0
Colombia,Primera A,2023,Águilas Doradas,Atlético Nacional,0,1
Colombia,Primera A,2023,Alianza Petrolera,Deportivo Pasto,1,0
Colombia,Primera A,2023,Deportivo Pasto,Águilas Doradas,3,0
Colombia,Primera A,2023,Alianza Petrolera,Atlético Nacional,0,0
Colombia,Primera A,2023,Atlético Nacional,Deportivo Pasto,3,2
Colombia,Primera A,2023,Águilas Doradas,Alianza Petrolera,1,1
Colombia,Primera A,2023,Independiente Medellín,Millonarios,2,2
Colombia,Primera A,2023,Boyacá Chicó,América de Cali,1,1
Colombia,Primera A,2023,Millonarios,Boyacá Chicó,1,0
Colombia,Primera A,2023,América de Cali,Independiente Medellín,2,0
Colombia,Primera A,2023,Boyacá Chicó,Independiente Medellín,1,0
Colombia,Primera A,2023,América de Cali,Millonarios,0,1
Colombia,Primera A,2023,Independiente Medellín,Boyacá Chicó,0,0
Colombia,Primera A,2023,Millonarios,América de Cali,2,1
Colombia,Primera A,2023,Boyacá Chicó,Millonarios,2,1
Colombia,Primera A,2023,Independiente Medellín,América de Cali,0,1
Colombia,Primera A,2023,América de Cali,Boyacá Chicó,3,2
Colombia,Primera A,2023,Millonarios,Independiente Medellín,2,1
Colombia,Primera A,2023,Atlético Nacional,Millonarios,0,0
Colombia,Primera A,2023,Envigado FC,Atlético Bucaramanga,1,3
Colombia,Primera A,2023,Atlético Huila,Unión Magdalena,2,1
Colombia,Primera A,2023,Independiente Medellín,La Equidad,2,2
Colombia,Primera A,2023,Atlético Junior,Águilas Doradas,0,1
Colombia,Primera A,2023,Deportivo Pasto,Millonarios,0,0
Colombia,Primera A,2023,América de Cali,Deportes Tolima,1,0
Colombia,Primera A,2023,Once Caldas,Atlético Nacional,1,1
Colombia,Primera A,2023,Deportivo Pereira,Deportivo Cali,0,2
Colombia,Primera A,2023,Santa Fe,Jaguares de Córdoba,1,0
Colombia,Primera A,2023,Alianza Petrolera,Boyacá Chicó,1,1
Colombia,Primera A,2023,Deportes Tolima,Once Caldas,3,1
Colombia,Primera A,2023,La Equidad,Envigado FC,1,1
Colombia,Primera A,2023,Deportivo Pasto,Alianza Petrolera,1,1
Colombia,Primera A,2023,Millonarios,Deportivo Pereira,0,0
Colombia,Primera A,2023,Atlético Bucaramanga,Atlético Huila,1,0
Colombia,Primera A,2023,Independiente Medellín,Atlético Junior,1,0
Colombia,Primera A,2023,Jaguares de Córdoba,Boyacá Chicó,2,1
Colombia,Primera A,2023,Unión Magdalena,América de Cali,0,0
Colombia,Primera A,2023,Águilas Doradas,Atlético Nacional,2,0
Colombia,Primera A,2023,Deportivo Cali,Santa Fe,2,2
Colombia,Primera A,2023,Deportes Tolima,Águilas Doradas,1,1
Colombia,Primera A,2023,Alianza Petrolera,Millonarios,1,0
Colombia,Primera A,2023,Atlético Nacional,Jaguares de Córdoba,2,1
Colombia,Primera A,2023,Once Caldas,Deportivo Cali,4,0
Colombia,Primera A,2023,América de Cali,Deportivo Pasto,1,1
Colombia,Primera A,2023,Atlético Huila,Deportivo Pereira,2,0
Colombia,Primera A,2023,Envigado FC,Unión Magdalena,0,0
Colombia,Primera A,2023,Boyacá Chicó,La Equidad,0,2
Colombia,Primera A,2023,Atlético Junior,Atlético Bucaramanga,1,1
Colombia,Primera A,2023,Santa Fe,Independiente Medellín,1,0
Colombia,Primera A,2023,Atlético Huila,Alianza Petrolera,0,0
Colombia,Primera A,2023,Águilas Doradas,Once Caldas,2,1
Colombia,Primera A,2023,Unión Magdalena,Atlético Junior,0,0
Colombia,Primera A,2023,Deportivo Pereira,Boyacá Chicó,1,1
Colombia,Primera A,2023,Independiente Medellín,Envigado FC,1,0
Colombia,Primera A,2023,La Equidad,América de Cali,1,1
Colombia,Primera A,2023,Deportivo Cali,Atlético Nacional,1,1
Colombia,Primera A,2023,Deportivo Pasto,Santa Fe,2,0
Colombia,Primera A,2023,Atlético Bucaramanga,Jaguares de Córdoba,3,0
Colombia,Primera A,2023,Millonarios,Deportes Tolima,1,0
Colombia,Primera A,2023,Alianza Petrolera,Envigado FC,3,1
Colombia,Primera A,2023,Águilas Doradas,Deportivo Cali,1,0
Colombia,Primera A,2023,Deportes Tolima,Atlético Huila,1,0
Colombia,Primera A,2023,Santa Fe,La Equidad,1,1
Colombia,Primera A,2023,Atlético Junior,Deportivo Pasto,0,0
Colombia,Primera A,2023,Once Caldas,Deportivo Pereira,1,0
Colombia,Primera A,2023,América de Cali,Independiente Medellín,1,3
Colombia,Primera A,2023,Jaguares de Córdoba,Millonarios,2,0
Colombia,Primera A,2023,Atlético Nacional,Atlético Bucaramanga,2,1
Colombia,Primera A,2023,Boyacá Chicó,Unión Magdalena,0,0
Colombia,Primera A,2023,Deportivo Pereira,Jaguares de Córdoba,3,0
Colombia,Primera A,2023,Unión Magdalena,Santa Fe,2,2
Colombia,Primera A,2023,La Equidad,Atlético Junior,0,0
Colombia,Primera A,2023,Deportivo Pasto,Boyacá Chicó,1,1
Colombia,Primera A,2023,Independiente Medellín,Alianza Petrolera,2,1
Colombia,Primera A,2023,Atlético Huila,Atlético Nacional,0,1
Colombia,Primera A,2023,Atlético Bucaramanga,Águilas Doradas,1,1
Colombia,Primera A,2023,Millonarios,Once Caldas,2,1
Colombia,Primera A,2023,Envigado FC,América de Cali,0,0
Colombia,Primera A,2023,Deportivo Cali,Deportes Tolima,2,0
Colombia,Primera A,2023,Jaguares de Córdoba,Unión Magdalena,0,1
Colombia,Primera A,2023,Alianza Petrolera,La Equidad,1,0
Colombia,Primera A,2023,Santa Fe,Envigado FC,2,0
Colombia,Primera A,2023,Atlético Junior,América de Cali,4,3
Colombia,Primera A,2023,Boyacá Chicó,Atlético Huila,1,1
Colombia,Primera A,2023,Atlético Nacional,Deportivo Pasto,2,0
Colombia,Primera A,2023,Deportivo Cali,Millonarios,0,0
Colombia,Primera A,2023,Once Caldas,Atlético Bucaramanga,1,0
Colombia,Primera A,2023,Águilas Doradas,Independiente Medellín,1,1
Colombia,Primera A,2023,Deportes Tolima,Deportivo Pereira,2,3
Colombia,Primera A,2023,Envigado FC,Atlético Junior,1,2
Colombia,Primera A,2023,Unión Magdalena,Alianza Petrolera,2,0
Colombia,Primera A,2023,La Equidad,Deportes Tolima,0,0
Colombia,Primera A,2023,Millonarios,Atlético Nacional,1,0
Colombia,Primera A,2023,América de Cali,Santa Fe,2,0
Colombia,Primera A,2023,Atlético Huila,Jaguares de Córdoba,0,0
Colombia,Primera A,2023,Independiente Medellín,Boyacá Chicó,1,1
Colombia,Primera A,2023,Atlético Bucaramanga,Deportivo Cali,1,0
Colombia,Primera A,2023,Deportivo Pasto,Once Caldas,1,0
Colombia,Primera A,2023,Deportivo Pereira,Águilas Doradas,0,0
Colombia,Primera A,2023,Boyacá Chicó,Envigado FC,1,0
Colombia,Primera A,2023,Deportes Tolima,Atlético Bucaramanga,0,0
Colombia,Primera A,2023,Jaguares de Córdoba,Independiente Medellín,1,1
Colombia,Primera A,2023,Santa Fe,Atlético Junior,1,0
Colombia,Primera A,2023,Alianza Petrolera,América de Cali,2,3
Colombia,Primera A,2023,Atlético Nacional,Deportivo Pereira,2,0
Colombia,Primera A,2023,Águilas Doradas,Millonarios,2,0
Colombia,Primera A,2023,Deportivo Cali,Deportivo Pasto,4,0
Colombia,Primera A,2023,Unión Magdalena,La Equidad,1,0
Colombia,Primera A,2023,Once Caldas,Atlético Huila,1,2
Colombia,Primera A,2023,Deportivo Pasto,Jaguares de Córdoba,1,0
Colombia,Primera A,2023,La Equidad,Boyacá Chicó,0,0
Colombia,Primera A,2023,Atlético Junior,Unión Magdalena,7,1
Colombia,Primera A,2023,Independiente Medellín,Atlético Nacional,1,0
Colombia,Primera A,2023,Deportivo Pereira,Once Caldas,1,2
Colombia,Primera A,2023,América de Cali,Deportivo Cali,3,0
Colombia,Primera A,2023,Millonarios,Santa Fe,2,4
Colombia,Primera A,2023,Envigado FC,Águilas Doradas,2,2
Colombia,Primera A,2023,Atlético Huila,Deportes Tolima,3,0
Colombia,Primera A,2023,Atlético Bucaramanga,Alianza Petrolera,0,1
Colombia,Primera A,2023,Deportivo Pereira,Deportivo Pasto,2,1
Colombia,Primera A,2023,Boyacá Chicó,Santa Fe,1,1
Colombia,Primera A,2023,Jaguares de Córdoba,América de Cali,0,1
Colombia,Primera A,2023,Atlético Nacional,La Equidad,5,0
Colombia,Primera A,2023,Deportes Tolima,Independiente Medellín,1,1
Colombia,Primera A,2023,Águilas Doradas,Unión Magdalena,2,1
Colombia,Primera A,2023,Deportivo Cali,Atlético Huila,1,0
Colombia,Primera A,2023,Alianza Petrolera,Atlético Junior,1,5
Colombia,Primera A,2023,Once Caldas,Envigado FC,0,0
Colombia,Primera A,2023,Millonarios,Atlético Bucaramanga,3,0
Colombia,Primera A,2023,América de Cali,Boyacá Chicó,5,0
Colombia,Primera A,2023,Santa Fe,Alianza Petrolera,0,1
Colombia,Primera A,2023,Atlético Junior,Atlético Nacional,1,1
Colombia,Primera A,2023,Atlético Huila,Águilas Doradas,1,1
Colombia,Primera A,2023,Deportivo Pasto,Deportes Tolima,1,2
Colombia,Primera A,2023,Envigado FC,Jaguares de Córdoba,1,0
Colombia,Primera A,2023,Unión Magdalena,Once Caldas,1,1
Colombia,Primera A,2023,Atlético Bucaramanga,Deportivo Pereira,1,1
Colombia,Primera A,2023,Independiente Medellín,Millonarios,1,1
Colombia,Primera A,2023,La Equidad,Deportivo Cali,1,1
Colombia,Primera A,2023,Boyacá Chicó,Atlético Junior,2,1
Colombia,Primera A,2023,Águilas Doradas,América de Cali,2,2
Colombia,Primera A,2023,Atlético Nacional,Santa Fe,3,0
Colombia,Primera A,2023,Deportivo Pereira,Unión Magdalena,1,2
